Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,14261,966,383,0,1004,990,25747,0,-37830274,144913540,130
1,14364,971,383,0,998,990,25742,0,-37830284,144913480,130
1,14409,975,383,0,1001,995,25753,0,-37830289,144913450,130
1,14436,977,384,0,996,993,25755,0,-37830294,144913421,130
1,14489,979,384,0,991,996,25768,0,-37830299,144913391,130
1,14510,981,384,0,990,996,25787,0,-37830304,144913361,130
1,14548,983,385,0,996,995,25784,0,-37830309,144913331,130
1,14573,984,385,0,991,994,25743,0,-37830316,144913301,130
1,14612,987,386,0,992,994,25772,0,-37830321,144913270,130
1,14641,990,386,0,995,994,25744,0,-37830326,144913240,130
1,14673,991,387,0,991,996,25714,0,-37830331,144913210,130
1,14705,994,387,0,991,1002,25707,0,-37830337,144913180,130
1,14731,995,387,0,993,1013,25714,0,-37830342,144913148,130
1,14612,992,388,0,994,1031,25706,0,-37830347,144913118,130
1,14364,985,388,0,997,1045,25688,0,-37830354,144913088,130
1,13812,971,389,0,998,1057,25683,0,-37830359,144913056,130
1,13547,950,389,0,998,1055,25642,0,-37830366,144913026,130
1,13330,930,389,0,1000,1051,25650,0,-37830371,144912996,130
1,13066,911,390,0,1001,1051,25654,0,-37830376,144912968,130
1,12842,893,390,0,997,1052,25645,0,-37830381,144912940,130
1,12510,875,390,0,1002,1043,25671,0,-37830387,144912911,130
1,12290,855,391,0,1001,1039,25632,0,-37830392,144912885,130
1,12192,842,391,0,996,1038,25640,0,-37830397,144912858,130
1,11933,830,391,0,995,1044,25665,0,-37830402,144912831,130
1,11776,814,392,0,991,1045,25664,0,-37830406,144912806,130
1,11476,797,392,0,987,1042,25656,0,-37830411,144912780,120
1,11293,782,393,0,978,1042,25668,0,-37830416,144912755,120
1,11113,767,393,0,973,1042,25664,0,-37830421,144912731,120
1,10863,752,393,0,963,1043,25622,0,-37830424,144912708,120
1,10710,737,394,0,955,1045,25613,0,-37830429,144912685,120
1,10480,721,395,0,946,1046,25546,0,-37830434,144912661,120
1,10291,705,395,0,940,1047,25497,0,-37830439,144912640,120
1,10056,688,396,0,936,1044,25358,0,-37830444,144912618,120
1,9844,671,396,0,930,1043,25219,0,-37830449,144912596,120
1,9675,656,396,0,929,1040,25048,0,-37830456,144912576,120
1,9451,641,397,0,925,1037,24817,0,-37830462,144912556,120
1,9312,626,397,0,925,1042,24597,0,-37830469,144912538,120
1,9074,614,397,0,921,1044,24315,0,-37830477,144912520,120
1,8854,598,398,0,919,1048,24058,0,-37830484,144912503,120
1,8656,580,398,0,916,1037,23703,0,-37830494,144912486,120
1,8456,565,399,0,913,1045,23393,0,-37830502,144912471,120
1,8272,552,399,0,912,1044,23034,0,-37830512,144912458,120
1,8079,536,400,0,914,1037,22655,0,-37830522,144912446,120
1,7862,516,400,0,917,1021,22229,0,-37830532,144912435,120
1,7833,510,400,0,922,1018,21724,0,-37830544,144912425,120
1,7713,507,401,0,920,1029,21195,0,-37830556,144912418,120
1,7614,498,401,0,919,1028,20631,0,-37830567,144912413,120
1,7532,486,401,0,917,1035,20121,0,-37830579,144912406,120
1,7471,476,402,0,925,1025,19687,0,-37830592,144912403,120
1,7380,464,402,0,922,1023,19170,0,-37830604,144912401,110
1,7278,453,403,0,928,1015,18685,0,-37830616,144912401,110
1,7041,449,403,0,932,1012,17970,0,-37830627,144912403,110
1,6905,443,403,0,933,1005,17268,0,-37830639,144912406,110
1,6996,438,403,0,932,991,16663,0,-37830649,144912411,110
1,7131,440,404,0,938,986,16334,0,-37830661,144912416,110
1,7314,445,404,0,940,980,15633,0,-37830671,144912423,110
1,7308,450,404,0,942,980,15087,0,-37830679,144912431,110
1,7325,458,404,0,942,975,14490,0,-37830689,144912441,110
1,7413,466,405,0,936,975,13908,0,-37830696,144912453,110
1,7607,474,405,0,933,967,13547,0,-37830704,144912463,110
1,7823,485,405,0,931,966,13160,0,-37830712,144912475,110
1,8012,497,405,0,932,963,12749,0,-37830719,144912488,110
1,8145,510,406,0,935,961,12314,0,-37830724,144912503,110
1,8278,523,406,0,939,955,11820,0,-37830729,144912518,110
1,8486,538,406,0,943,952,11355,0,-37830734,144912535,110
1,8594,555,406,0,946,954,10956,0,-37830737,144912551,110
1,8770,572,406,0,949,958,10574,0,-37830741,144912568,110
1,8961,588,406,0,953,960,10251,0,-37830742,144912586,110
1,9202,602,406,0,955,963,9951,0,-37830744,144912605,110
1,9398,616,406,0,955,964,9705,0,-37830746,144912623,110
1,9620,629,406,0,956,967,9498,0,-37830747,144912643,110
1,9786,640,406,0,960,966,9272,0,-37830747,144912663,110
1,10016,653,406,0,970,960,9100,0,-37830747,144912683,100
1,10205,665,405,0,983,960,8932,0,-37830746,144912703,100
1,10346,680,406,0,1000,958,8778,0,-37830746,144912725,100
1,10518,696,405,0,1019,967,8603,0,-37830744,144912745,100
1,10718,709,405,0,1027,968,8433,0,-37830741,144912766,100
1,10885,720,405,0,1029,971,8365,0,-37830739,144912790,100
1,11031,730,405,0,1026,968,8390,0,-37830737,144912811,100
1,11198,741,405,0,1025,967,8471,0,-37830736,144912835,100
1,11293,753,405,0,1021,971,8597,0,-37830736,144912858,100
1,11446,765,405,0,1017,975,8728,0,-37830734,144912881,100
1,11583,774,404,0,1013,975,8795,0,-37830734,144912905,100
1,11750,782,404,0,1011,975,8844,0,-37830734,144912930,100
1,11869,792,404,0,1003,973,8875,0,-37830734,144912955,100
1,12004,801,404,0,991,978,8965,0,-37830734,144912980,100
1,12121,810,404,0,981,978,9027,0,-37830734,144913005,100
1,12254,818,404,0,969,989,9031,0,-37830734,144913030,100
1,12376,825,403,0,954,999,9027,0,-37830734,144913056,100
1,12515,828,403,0,938,1013,9036,0,-37830734,144913081,100
1,12282,825,402,0,927,1019,9016,0,-37830734,144913108,100
1,12177,818,402,0,919,1018,8935,0,-37830734,144913135,100
1,12111,810,402,0,911,1017,8816,0,-37830732,144913161,100
1,11964,804,402,0,911,1023,8676,0,-37830731,144913188,100
1,11855,799,402,0,914,1028,8494,0,-37830729,144913213,100
1,11650,788,402,0,915,1029,8282,0,-37830726,144913238,110
1,11481,776,402,0,917,1027,8053,0,-37830721,144913263,110
1,11337,767,402,0,920,1030,7819,0,-37830717,144913288,110
1,11139,757,401,0,919,1034,7564,0,-37830711,144913311,110
1,10944,745,401,0,919,1035,7355,0,-37830706,144913335,110
1,10685,732,401,0,920,1040,7156,0,-37830699,144913358,110
1,10524,719,401,0,922,1043,6913,0,-37830691,144913380,110
1,10259,704,400,0,926,1044,6673,0,-37830684,144913401,110
1,10078,688,400,0,925,1043,6413,0,-37830676,144913421,110
1,9855,673,400,0,927,1044,6153,0,-37830666,144913440,100
1,9643,658,400,0,927,1039,5924,0,-37830657,144913458,100
1,9227,641,400,0,922,1043,5646,0,-37830647,144913476,100
1,9126,628,399,0,928,1043,5392,0,-37830637,144913493,100
1,8745,613,399,0,940,1040,5136,0,-37830626,144913508,100
1,8649,594,399,0,946,1027,4780,0,-37830616,144913521,110
1,8509,583,399,0,961,1014,4545,0,-37830604,144913536,100
1,8421,577,398,0,983,1017,4184,0,-37830592,144913548,100
1,8304,572,398,0,997,1022,3745,0,-37830581,144913558,100
1,8101,566,398,0,1011,1024,3581,0,-37830567,144913568,100
1,7930,556,397,0,1026,1030,3425,0,-37830556,144913578,100
1,7793,546,397,0,1036,1033,3308,0,-37830544,144913588,100
1,7678,536,397,0,1044,1044,3282,0,-37830532,144913596,100
1,7598,521,397,0,1045,1039,3361,0,-37830521,144913606,100
1,7429,504,397,0,1049,1034,3548,0,-37830511,144913616,100
1,7394,491,397,0,1051,1029,3778,0,-37830501,144913628,100
1,7183,482,397,0,1056,1027,4089,0,-37830491,144913638,100
1,7038,470,397,0,1058,1037,4374,0,-37830484,144913650,100
1,6858,460,397,0,1066,1037,4744,0,-37830476,144913661,100
1,6741,447,397,0,1060,1040,5040,0,-37830469,144913673,100
1,6456,430,397,0,1052,1030,5500,0,-37830464,144913686,100
1,6082,419,396,0,1042,1023,5958,0,-37830461,144913700,100
1,6336,409,396,0,1033,1020,6546,0,-37830459,144913711,100
1,6727,401,396,0,1024,1012,7142,0,-37830459,144913725,100
1,6553,395,396,0,1035,1014,7886,0,-37830459,144913736,100
1,6513,391,396,0,1048,1012,8179,0,-37830461,144913748,100
1,6385,386,396,0,1059,1001,8390,0,-37830461,144913760,100
1,6299,380,396,0,1068,988,8609,0,-37830461,144913771,100
1,6311,383,396,0,1073,977,8791,0,-37830461,144913783,100
1,6532,391,396,0,1072,975,9182,0,-37830464,144913795,100
1,6749,399,396,0,1070,972,10171,0,-37830472,144913803,100
1,6971,409,396,0,1070,965,11080,0,-37830481,144913813,100
1,7179,420,396,0,1069,956,11829,0,-37830491,144913821,100
1,7301,433,396,0,1067,945,12445,0,-37830501,144913830,110
1,7432,451,396,0,1060,936,13032,0,-37830512,144913836,110
1,7512,472,396,0,1055,936,13775,0,-37830526,144913840,110
1,7659,496,396,0,1052,945,14381,0,-37830539,144913843,110
1,7808,519,395,0,1048,955,14943,0,-37830552,144913846,100
1,7990,536,395,0,1041,966,15352,0,-37830567,144913850,100
1,8152,549,396,0,1034,972,15665,0,-37830582,144913855,100
1,8340,561,396,0,1028,981,15949,0,-37830596,144913858,100
1,8551,569,396,0,1020,981,16217,0,-37830611,144913861,100
1,8731,574,396,0,1015,973,16527,0,-37830626,144913863,100
1,8936,581,396,0,1015,962,16709,0,-37830639,144913865,100
1,9177,593,396,0,1011,962,16785,0,-37830654,144913868,100
1,9335,620,396,0,1011,960,16861,0,-37830667,144913870,100
1,9563,620,396,0,1010,957,16943,0,-37830682,144913873,100
1,9762,635,396,0,1016,956,17027,0,-37830699,144913876,100
