Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,14506,978,474,0,1000,992,25684,0,-37830282,144913493,60
1,14552,983,474,0,1000,990,25701,0,-37830282,144913493,60
1,14587,986,474,0,1003,990,25700,0,-37830287,144913463,60
1,14637,988,474,0,1001,991,25694,0,-37830292,144913433,60
1,14673,993,474,0,1002,992,25676,0,-37830299,144913403,60
1,14716,995,474,0,994,995,25677,0,-37830304,144913373,60
1,14742,997,474,0,992,994,25711,0,-37830309,144913343,60
1,14796,1000,474,0,991,992,25705,0,-37830316,144913311,60
1,14814,1001,474,0,996,993,25729,0,-37830321,144913281,60
1,14847,1004,474,0,994,993,25696,0,-37830327,144913250,60
1,14888,1008,474,0,999,996,25700,0,-37830332,144913220,60
1,14910,1008,474,0,1005,995,25672,0,-37830337,144913188,60
1,14947,1010,474,0,1000,991,25647,0,-37830344,144913158,60
1,14985,1013,475,0,1000,994,25667,0,-37830349,144913126,60
1,15030,1016,475,0,998,1004,25667,0,-37830356,144913095,60
1,15048,1018,475,0,996,1013,25656,0,-37830361,144913065,60
1,14929,1013,475,0,990,1033,25669,0,-37830367,144913033,60
1,14771,1006,475,0,992,1042,25694,0,-37830372,144913001,60
1,14419,993,475,0,992,1060,25671,0,-37830379,144912970,60
1,13770,973,475,0,994,1056,25675,0,-37830384,144912940,60
1,13123,951,476,0,993,1054,25650,0,-37830391,144912908,60
1,13140,930,476,0,996,1048,25645,0,-37830396,144912880,60
1,13175,913,476,0,997,1049,25620,0,-37830402,144912850,60
1,12736,896,476,0,994,1057,25612,0,-37830407,144912821,60
1,12562,877,476,0,988,1056,25612,0,-37830412,144912793,60
1,11956,856,476,0,982,1053,25603,0,-37830417,144912766,60
1,11900,835,476,0,969,1047,25584,0,-37830422,144912740,50
1,11829,818,476,0,955,1048,25591,0,-37830427,144912713,50
1,11558,802,477,0,943,1054,25585,0,-37830432,144912688,50
1,11367,783,477,0,936,1051,25555,0,-37830437,144912663,50
1,11074,763,477,0,923,1055,25473,0,-37830444,144912640,50
1,10820,745,477,0,919,1052,25368,0,-37830449,144912616,50
1,10640,726,477,0,913,1060,25201,0,-37830456,144912593,50
1,10364,706,477,0,912,1053,24999,0,-37830462,144912571,50
1,10051,685,477,0,909,1055,24780,0,-37830469,144912551,50
1,9759,666,477,0,911,1048,24558,0,-37830477,144912531,50
1,9584,648,477,0,907,1049,24209,0,-37830486,144912513,50
1,9423,630,478,0,903,1045,23917,0,-37830494,144912495,50
1,9242,613,478,0,898,1046,23541,0,-37830504,144912478,50
1,9007,597,478,0,895,1039,23224,0,-37830514,144912463,50
1,8826,581,478,0,897,1027,22860,0,-37830524,144912450,50
1,8761,567,478,0,899,1020,22448,0,-37830536,144912436,50
1,8645,561,478,0,905,1037,21980,0,-37830547,144912426,50
1,8507,555,478,0,905,1057,21394,0,-37830559,144912416,50
1,8343,536,478,0,902,1060,20844,0,-37830572,144912410,60
1,8255,511,478,0,896,1042,20315,0,-37830584,144912403,50
1,8076,492,478,0,896,1020,19867,0,-37830597,144912400,50
1,8016,489,478,0,896,1009,19339,0,-37830611,144912398,50
1,8067,495,478,0,899,1004,18754,0,-37830622,144912398,60
1,8133,496,478,0,903,1001,18025,0,-37830634,144912400,50
1,8240,494,478,0,904,992,17229,0,-37830647,144912405,50
1,8312,494,478,0,904,980,16482,0,-37830659,144912411,50
1,8413,499,478,0,903,967,15893,0,-37830671,144912420,40
1,8549,509,478,0,906,962,15302,0,-37830681,144912428,40
1,8527,522,478,0,911,962,14699,0,-37830691,144912440,40
1,8659,537,478,0,916,963,14070,0,-37830699,144912453,40
1,8731,549,478,0,915,961,13419,0,-37830707,144912466,40
1,8987,562,478,0,911,960,12883,0,-37830716,144912483,40
1,9146,577,478,0,910,953,12381,0,-37830722,144912500,40
1,9388,591,478,0,909,957,11981,0,-37830727,144912516,40
1,9609,608,478,0,911,955,11615,0,-37830734,144912533,40
1,9707,625,478,0,921,962,11225,0,-37830737,144912553,40
1,9840,638,478,0,933,961,10780,0,-37830741,144912573,40
1,10036,653,478,0,940,959,10321,0,-37830744,144912593,40
1,10181,666,478,0,948,962,9992,0,-37830746,144912615,40
1,10335,681,478,0,959,964,9679,0,-37830747,144912636,40
1,10493,695,478,0,967,964,9404,0,-37830747,144912656,30
1,10716,705,479,0,977,962,9229,0,-37830747,144912680,30
1,10879,719,479,0,986,963,9071,0,-37830747,144912701,30
1,11031,734,479,0,994,970,8919,0,-37830747,144912725,30
1,11189,745,479,0,998,967,8787,0,-37830746,144912748,30
