Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,14475,977,502,0,1000,993,25695,0,-37830246,144913505,70
1,14510,978,502,0,1001,993,25695,0,-37830246,144913505,70
1,14541,980,502,0,997,988,25694,0,-37830251,144913475,70
1,14570,984,502,0,999,993,25708,0,-37830256,144913445,70
1,14609,988,502,0,996,992,25703,0,-37830262,144913415,70
1,14666,991,503,0,992,994,25695,0,-37830267,144913385,70
1,14680,992,503,0,994,994,25702,0,-37830274,144913355,70
1,14731,995,503,0,993,992,25708,0,-37830279,144913325,70
1,14756,997,503,0,995,991,25693,0,-37830286,144913293,70
1,14818,1000,503,0,997,990,25699,0,-37830291,144913263,70
1,14851,1005,503,0,1003,994,25669,0,-37830297,144913233,70
1,14899,1008,503,0,1003,994,25647,0,-37830302,144913201,70
1,14943,1009,503,0,1004,992,25668,0,-37830309,144913171,70
1,14981,1012,503,0,1001,990,25645,0,-37830314,144913140,70
1,15033,1016,503,0,1004,993,25667,0,-37830321,144913108,70
1,15067,1019,503,0,993,993,25649,0,-37830327,144913078,70
1,15124,1021,503,0,990,1006,25679,0,-37830332,144913046,70
1,15147,1024,503,0,992,1017,25701,0,-37830339,144913015,70
1,14943,1020,503,0,989,1039,25685,0,-37830344,144912983,70
1,14684,1009,503,0,989,1053,25684,0,-37830351,144912951,70
1,13966,993,503,0,997,1056,25690,0,-37830356,144912920,70
1,13239,971,503,0,996,1063,25631,0,-37830362,144912890,70
1,13336,950,504,0,996,1057,25631,0,-37830369,144912858,70
1,12575,929,503,0,992,1059,25625,0,-37830374,144912830,70
1,12612,906,504,0,985,1056,25603,0,-37830381,144912800,70
1,12471,888,504,0,977,1057,25608,0,-37830386,144912771,70
1,12279,867,504,0,965,1062,25609,0,-37830391,144912745,70
1,12116,845,504,0,952,1058,25602,0,-37830397,144912718,70
1,11700,823,504,0,948,1056,25597,0,-37830402,144912691,70
1,11585,802,504,0,936,1047,25528,0,-37830407,144912666,60
1,11389,784,504,0,921,1050,25453,0,-37830412,144912641,60
