Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,14330,966,429,0,994,992,25727,0,-37830276,144913498,70
1,14343,970,429,0,997,992,25739,0,-37830276,144913498,70
1,14381,973,429,0,998,995,25750,0,-37830281,144913468,70
1,14402,975,430,0,1003,995,25742,0,-37830287,144913440,70
1,14443,977,430,0,999,994,25701,0,-37830292,144913408,70
1,14485,979,431,0,1003,993,25727,0,-37830297,144913378,70
1,14520,982,431,0,995,994,25690,0,-37830302,144913350,70
1,14552,985,431,0,994,994,25732,0,-37830309,144913320,70
1,14602,986,432,0,994,991,25727,0,-37830314,144913290,70
1,14630,988,432,0,994,991,25732,0,-37830319,144913260,70
1,14669,993,432,0,995,992,25723,0,-37830324,144913230,70
1,14716,996,432,0,998,993,25723,0,-37830331,144913198,70
1,14749,997,432,0,1003,992,25701,0,-37830336,144913168,70
1,14800,1001,432,0,997,992,25685,0,-37830341,144913138,70
1,14847,1004,432,0,995,995,25692,0,-37830347,144913106,70
1,14895,1006,433,0,991,1006,25682,0,-37830352,144913076,70
1,14932,1008,433,0,991,1019,25690,0,-37830357,144913046,70
1,14822,1003,433,0,984,1033,25695,0,-37830364,144913015,70
1,14475,992,433,0,993,1032,25718,0,-37830369,144912985,70
1,14181,979,433,0,994,1041,25672,0,-37830376,144912953,70
1,13992,967,433,0,993,1046,25647,0,-37830381,144912923,70
1,13729,953,434,0,992,1052,25624,0,-37830387,144912893,70
1,13303,932,434,0,993,1059,25632,0,-37830392,144912863,70
1,13069,914,434,0,989,1056,25595,0,-37830399,144912835,70
1,12290,893,435,0,986,1060,25621,0,-37830404,144912806,70
1,12259,871,435,0,983,1051,25604,0,-37830409,144912778,70
1,12000,852,435,0,974,1052,25567,0,-37830416,144912751,70
1,12024,833,435,0,965,1052,25567,0,-37830421,144912725,70
1,11824,815,435,0,954,1053,25529,0,-37830426,144912700,70
1,11470,796,436,0,944,1054,25509,0,-37830431,144912673,70
1,11299,777,436,0,935,1052,25452,0,-37830436,144912650,70
1,11035,758,436,0,930,1050,25373,0,-37830442,144912625,60
1,10783,739,436,0,926,1050,25250,0,-37830447,144912601,60
1,10535,722,436,0,919,1053,25085,0,-37830454,144912580,60
1,10286,704,436,0,920,1055,24902,0,-37830461,144912558,60
1,9975,683,436,0,916,1051,24677,0,-37830467,144912536,70
1,9680,664,436,0,914,1051,24437,0,-37830476,144912518,70
1,9552,647,436,0,911,1050,24191,0,-37830484,144912498,70
1,9315,628,436,0,911,1057,23911,0,-37830494,144912481,70
1,9121,609,436,0,905,1053,23537,0,-37830502,144912465,70
1,8860,589,437,0,902,1051,23256,0,-37830512,144912450,70
1,8743,569,437,0,900,1034,22860,0,-37830522,144912436,70
1,8556,553,437,0,897,1029,22480,0,-37830534,144912423,70
1,8370,543,437,0,900,1032,22040,0,-37830546,144912413,70
1,8290,535,437,0,904,1047,21508,0,-37830557,144912405,70
1,8121,520,437,0,904,1039,20964,0,-37830569,144912396,70
1,7811,500,437,0,905,1038,20379,0,-37830581,144912391,70
1,7631,491,437,0,908,1018,19815,0,-37830594,144912386,70
1,7601,484,437,0,908,1009,19167,0,-37830606,144912385,70
1,7863,479,438,0,902,993,18566,0,-37830617,144912385,60
1,7936,487,438,0,907,997,18048,0,-37830631,144912386,60
1,8091,490,437,0,908,995,17288,0,-37830642,144912390,60
1,8007,488,437,0,904,985,16633,0,-37830654,144912395,60
1,7941,491,437,0,905,970,16042,0,-37830666,144912403,60
1,8236,501,438,0,904,963,15427,0,-37830677,144912411,60
1,8227,512,438,0,902,957,14702,0,-37830686,144912421,60
1,8273,527,438,0,903,962,14164,0,-37830696,144912433,60
1,8568,543,439,0,905,970,13603,0,-37830704,144912446,60
1,8806,555,439,0,904,971,12965,0,-37830712,144912461,60
1,8953,563,439,0,914,968,12483,0,-37830719,144912476,60
1,8991,575,439,0,924,959,11889,0,-37830724,144912495,60
1,9218,588,438,0,932,960,11406,0,-37830729,144912511,60
1,9316,602,438,0,941,957,10992,0,-37830734,144912530,60
1,9459,618,438,0,950,961,10537,0,-37830737,144912548,60
1,9540,632,438,0,957,960,10122,0,-37830739,144912566,60
1,9754,646,438,0,961,960,9844,0,-37830741,144912586,60
1,9983,661,438,0,961,962,9663,0,-37830742,144912608,60
1,10178,675,438,0,961,962,9495,0,-37830744,144912628,60
1,10334,688,438,0,970,952,9304,0,-37830744,144912650,60
1,10506,688,438,0,976,957,9136,0,-37830744,144912671,60
1,10660,707,437,0,981,956,9036,0,-37830744,144912693,60
1,10847,724,437,0,985,970,8953,0,-37830744,144912716,60
1,11017,734,437,0,990,968,8953,0,-37830744,144912716,60
1,11173,746,437,0,993,971,8834,0,-37830742,144912761,60
1,11303,757,437,0,1000,975,8805,0,-37830742,144912785,60
1,11472,767,437,0,1002,974,8763,0,-37830741,144912810,60
1,11587,775,437,0,1006,973,8749,0,-37830741,144912833,60
1,11739,784,437,0,1012,971,8736,0,-37830739,144912858,60
1,11869,795,437,0,1011,975,8699,0,-37830737,144912883,60
1,12007,805,437,0,1008,978,8723,0,-37830737,144912908,60
1,12138,813,438,0,1007,976,8771,0,-37830736,144912933,60
1,12249,821,437,0,1001,978,8784,0,-37830736,144912958,60
1,12371,830,437,0,990,977,8819,0,-37830736,144912985,60
1,12492,838,437,0,979,984,8857,0,-37830736,144913010,60
1,12623,844,437,0,963,982,8868,0,-37830734,144913036,60
1,12741,851,437,0,945,988,8881,0,-37830734,144913063,60
1,12828,856,437,0,929,992,8882,0,-37830734,144913090,60
1,12942,860,437,0,918,1001,8841,0,-37830732,144913118,60
1,12992,862,438,0,904,1007,8755,0,-37830732,144913145,60
1,12892,860,438,0,898,1013,8645,0,-37830731,144913173,60
1,12706,856,438,0,895,1018,8482,0,-37830727,144913200,60
1,12623,850,437,0,892,1023,8286,0,-37830724,144913228,60
1,12513,842,437,0,891,1022,8076,0,-37830721,144913255,60
1,12409,833,437,0,892,1025,7861,0,-37830716,144913281,60
1,12297,826,437,0,891,1032,7593,0,-37830709,144913306,60
